population,evaluations,1/x,id,MonitorCentral,MonitorPeer,MonitorCloud,AnalyzeCentral,AnalyzePeer,AnalyzeCloud,NormalPlanCentral,NormalPlanPeer,NormalPlanCloud,AlertPlanCentral,AlertPlanPeer,AlertPlanCloud,CriticalPlanCentral,CriticalPlanPeer,CriticalPlanCloud,NormalExecuteCentral,NormalExecutePeer,NormalExecuteCloud,AlertExecuteCentral,AlertExecutePeer,AlertExecuteCloud,CriticalExecuteCentral,CriticalExecutePeer,CriticalExecuteCloud
10,60,3,S1,0.241605426,0.676572463,0.081822111,0.07512901,0.78955932,0.135311671,0.189758052,0.23536004,0.574881908,0.048453092,0.480838688,0.47070822,0.73096397,0.24582203,0.023214,0.482811911,0.243911657,0.273276433,0.145073369,0.588489901,0.266436731,0.979353802,0.010747202,0.009898996
,,,S2,0.241605426,0.676572463,0.081822111,0.07512901,0.78955932,0.135311671,0.739452705,0.168222189,0.092325106,0.099175445,0.441443979,0.459380576,0.679347877,0.238869908,0.081782215,0.482811911,0.243911657,0.273276433,0.145073369,0.588489901,0.266436731,0.979353802,0.010747202,0.009898996
30,60,3,S1,0.078965407,0.861396833,0.05963776,0.947570569,0.03189884,0.020530592,0.248932184,0.167441413,0.583626403,0.724975763,0.131167901,0.143856336,0.045992577,0.913582257,0.040425167,0.221742815,0.668916801,0.109340384,0.697478234,0.215007423,0.087514343,0.754193437,0.180818448,0.064988115
,,,S2=S7,0.973865006,0.024366741,0.001768252,0.880459067,0.058836915,0.060704018,0.445530217,0.315246886,0.239222897,0.679907525,0.114049956,0.206042518,0.668145379,0.073631169,0.258223452,0.791000607,0.127793188,0.081206205,0.054879765,0.052593232,0.892527003,0.944097693,0.014768628,0.041133679
,,,S3,0.860993296,0.016123837,0.122882868,0.702541104,0.129259487,0.16819941,0.014538648,0.037174043,0.948287309,0.649460346,0.17336639,0.177173264,0.926998461,0.005382067,0.067619472,0.149327513,0.722924379,0.127748109,0.117913618,0.731958755,0.150127627,0.637969455,0.313753048,0.048277497
,,,S4,0.629734128,0.320215508,0.050050364,0.717829963,0.156041683,0.126128354,0.368914987,0.053089502,0.577995511,0.942259336,0.026379967,0.031360696,0.54596347,0.426124013,0.027912517,0.572049613,0.141399724,0.286550663,0.359675997,0.508385161,0.131938843,0.410127139,0.490974532,0.098898329
,,,S5,0.158636928,0.778212495,0.063150577,0.524463896,0.281443617,0.194092487,0.190640773,0.675947969,0.133411258,0.702423859,0.142564932,0.155011209,0.865592446,0.106092797,0.028314757,0.266002875,0.574058605,0.15993852,0.219725369,0.311077761,0.46919687,0.800424324,0.186404498,0.013171178
,,,S6,0.078965407,0.861396833,0.05963776,0.947570569,0.03189884,0.020530592,0.248932184,0.167441413,0.583626403,0.724975763,0.131167901,0.143856336,0.045992577,0.913582257,0.040425167,0.221742815,0.668916801,0.109340384,0.39304821,0.237144777,0.369807013,0.382292353,0.060672434,0.557035213
,,,S7=S2,0.973865006,0.024366741,0.001768252,0.880459067,0.058836915,0.060704018,0.445530217,0.315246886,0.239222897,0.679907525,0.114049956,0.206042518,0.668145379,0.073631169,0.258223452,0.791000607,0.127793188,0.081206205,0.054879765,0.052593232,0.892527003,0.944097693,0.014768628,0.041133679
,,,S8,0.579377535,0.333835891,0.086786574,0.427959175,0.130372633,0.441668192,0.488882585,0.443048972,0.068068443,0.443438275,0.525771088,0.030790637,0.001069372,0.692339902,0.306590726,0.536627719,0.406453793,0.056918488,0.771457388,0.184955118,0.043587495,0.578323061,0.118091653,0.303585286
