population,evaluations,1/x,id,MonitorCentral,MonitorPeer,MonitorCloud,AnalyzeCentral,AnalyzePeer,AnalyzeCloud,NormalPlanCentral,NormalPlanPeer,NormalPlanCloud,AlertPlanCentral,AlertPlanPeer,AlertPlanCloud,CriticalPlanCentral,CriticalPlanPeer,CriticalPlanCloud,NormalExecuteCentral,NormalExecutePeer,NormalExecuteCloud,AlertExecuteCentral,AlertExecutePeer,AlertExecuteCloud,CriticalExecuteCentral,CriticalExecutePeer,CriticalExecuteCloud
,,,S3,0.934377561,0.00259159,0.063030849,0.50796364,0.289102235,0.202934125,0.046351794,0.531763053,0.421885153,0.411344859,0.258205217,0.330449925,0.0314429,0.767611166,0.200945934,0.92659594,0.012836182,0.060567878,0.428628206,0.449235909,0.122135885,0.956408314,0.016209736,0.02738195
,,,S4,0.854700882,0.07462306,0.070676058,0.778063263,0.035278141,0.186658596,0.289004705,0.623048965,0.087946331,0.46805531,0.456677477,0.075267212,0.709249509,0.180011004,0.110739487,0.924314267,0.010944339,0.064741394,0.07153561,0.784907816,0.143556573,0.954780421,0.008662671,0.036556908
,,,S5=S9,0.755700567,0.122842247,0.121457186,0.120262133,0.717581216,0.162156651,0.598063671,0.373820489,0.02811584,0.47672536,0.486007496,0.037267144,0.31314262,0.38178504,0.30507234,0.831192387,0.068244299,0.100563314,0.15594179,0.040230947,0.803827262,0.356711971,0.317308326,0.325979703
,,,S6=S1,0.920446215,0.052893077,0.026660708,0.697034414,0.198940887,0.104024699,0.882205963,0.035926807,0.08186723,0.46520736,0.34000601,0.19478663,0.59013521,0.131084695,0.278780095,0.435597143,0.111364345,0.453038512,0.225291207,0.509560792,0.265148001,0.182710721,0.435297405,0.381991874
,,,S7,0.854700882,0.07462306,0.070676058,0.778063263,0.035278141,0.186658596,0.289004705,0.623048965,0.087946331,0.610906241,0.350352711,0.038741048,0.604445111,0.084961554,0.310593335,0.42354445,0.195255308,0.381200242,0.458065623,0.208821418,0.333112958,0.164292983,0.727145551,0.108561466
,,,S8,0.658130369,0.237761118,0.104108513,0.969308712,0.020538943,0.010152345,0.86682632,0.013764119,0.119409561,0.46805531,0.456677477,0.075267212,0.709249509,0.180011004,0.110739487,0.924314267,0.010944339,0.064741394,0.07153561,0.784907816,0.143556573,0.954780421,0.008662671,0.036556908
,,,S9=S5,0.755700567,0.122842247,0.121457186,0.120262133,0.717581216,0.162156651,0.598063671,0.373820489,0.02811584,0.47672536,0.486007496,0.037267144,0.31314262,0.38178504,0.30507234,0.831192387,0.068244299,0.100563314,0.15594179,0.040230947,0.803827262,0.356711971,0.317308326,0.325979703
60,60,2,S1,0.5067972,0.491777058,0.001425742,0.559520917,0.330744137,0.109734946,0.281507338,0.351046661,0.367446001,0.89551877,0.090265531,0.014215699,0.770826239,0.123437502,0.105736259,0.90211463,0.058176007,0.039709363,0.344935975,0.539441053,0.115622972,0.437677297,0.479335839,0.082986864
,,,S2,0.448639671,0.536228267,0.015132062,0.28157161,0.46872408,0.24970431,0.37784801,0.358929668,0.263222322,0.90165495,0.089410472,0.008934578,0.480068815,0.389039633,0.130891552,0.341719963,0.584424505,0.073855532,0.189886776,0.314063202,0.496050021,0.417156399,0.358517558,0.224326043
,,,S3,0.740194899,0.102881064,0.156924037,0.181988682,0.009206059,0.808805259,0.709369173,0.264630689,0.026000138,0.9465181,0.044866294,0.008615606,0.048570915,0.488134315,0.463294771,0.127279373,0.55825844,0.314462187,0.878103132,0.115126241,0.006770627,0.383809217,0.223285854,0.392904929
,,,S4,0.528212373,0.466685363,0.005102263,0.393484051,0.41100811,0.195507839,0.954655266,0.028841366,0.016503368,0.214173673,0.639423124,0.146403204,0.253115961,0.173785262,0.573098777,0.188208013,0.505733881,0.306058106,0.310366148,0.052894288,0.636739564,0.8708689,0.025629472,0.103501628
10,120,2,S1,0.724035417,0.270908748,0.005055835,0.317910502,0.180137551,0.501951948,0.083708833,0.677465792,0.238825375,0.849844468,0.064840903,0.085314629,0.521662316,0.30132329,0.177014394,0.887346011,0.064296503,0.048357486,0.060284223,0.34565326,0.594062516,0.812952534,0.093428765,0.093618701
,,,S2,0.519071415,0.185431971,0.295496614,0.358551863,0.621359332,0.020088805,0.566644068,0.371990343,0.06136559,0.233878724,0.077530806,0.688590471,0.508250353,0.442623792,0.049125855,0.772260849,0.220181125,0.007558026,0.060284223,0.34565326,0.594062516,0.812952534,0.093428765,0.093618701
,,,S3,0.519071415,0.185431971,0.295496614,0.59499673,0.203120252,0.201883018,0.88801137,0.047373476,0.064615154,0.345988268,0.347797456,0.306214275,0.08816973,0.680633577,0.231196694,0.927452912,0.035493839,0.037053249,0.763956508,0.172580402,0.06346309,0.812952534,0.093428765,0.093618701
,,,S4,0.724035417,0.270908748,0.005055835,0.317910502,0.180137551,0.501951948,0.083708833,0.677465792,0.238825375,0.61327183,0.152671887,0.234056283,0.508250353,0.442623792,0.049125855,0.772260849,0.220181125,0.007558026,0.060284223,0.34565326,0.594062516,0.812952534,0.093428765,0.093618701
,,,S5,0.519071415,0.185431971,0.295496614,0.59499673,0.203120252,0.201883018,0.566644068,0.371990343,0.06136559,0.61327183,0.152671887,0.234056283,0.67160854,0.18547943,0.14291203,0.623725053,0.083961404,0.292313543,0.763956508,0.172580402,0.06346309,0.812952534,0.093428765,0.093618701
,,,S6,0.519071415,0.185431971,0.295496614,0.358551863,0.621359332,0.020088805,0.566644068,0.371990343,0.06136559,0.233878724,0.077530806,0.688590471,0.508250353,0.442623792,0.049125855,0.772260849,0.220181125,0.007558026,0.103754226,0.487361324,0.40888445,0.75216176,0.188424931,0.059413309
,,,S7,0.724035417,0.270908748,0.005055835,0.317910502,0.180137551,0.501951948,0.083708833,0.677465792,0.238825375,0.849844468,0.064840903,0.085314629,0.508250353,0.442623792,0.049125855,0.772260849,0.220181125,0.007558026,0.103754226,0.487361324,0.40888445,0.75216176,0.188424931,0.059413309
,,,S8,0.724035417,0.270908748,0.005055835,0.317910502,0.180137551,0.501951948,0.083708833,0.677465792,0.238825375,0.849844468,0.064840903,0.085314629,0.508250353,0.442623792,0.049125855,0.772260849,0.220181125,0.007558026,0.103754226,0.487361324,0.40888445,0.75216176,0.188424931,0.059413309
,,,S9,0.519071415,0.185431971,0.295496614,0.59499673,0.203120252,0.201883018,0.566644068,0.371990343,0.06136559,0.61327183,0.152671887,0.234056283,0.67160854,0.18547943,0.14291203,0.623725053,0.083961404,0.292313543,0.763956508,0.172580402,0.06346309,0.812952534,0.093428765,0.093618701
,,,S10,0.724035417,0.270908748,0.005055835,0.59499673,0.203120252,0.201883018,0.88801137,0.047373476,0.064615154,0.345988268,0.347797456,0.306214275,0.08816973,0.680633577,0.231196694,0.927452912,0.035493839,0.037053249,0.763956508,0.172580402,0.06346309,0.812952534,0.093428765,0.093618701
30,120,2,S1,0.955334238,0.020334811,0.024330952,0.325035867,0.161479484,0.513484649,0.417409835,0.508463785,0.07412638,0.713176561,0.258065979,0.02875746,0.871483449,0.072788501,0.055728049,0.770253218,0.136254084,0.093492697,0.094232007,0.904345871,0.001422122,0.96502782,0.0280438,0.00692838
,,,S2,0.98329284,0.013247136,0.003460024,0.325035867,0.161479484,0.513484649,0.417409835,0.508463785,0.07412638,0.713176561,0.258065979,0.02875746,0.871483449,0.072788501,0.055728049,0.770253218,0.136254084,0.093492697,0.094232007,0.904345871,0.001422122,0.96502782,0.0280438,0.00692838
,,,S3,0.98329284,0.013247136,0.003460024,0.102825059,0.062862513,0.834312427,0.720703465,0.232117744,0.04717879,0.525564639,0.242208038,0.232227324,0.501020441,0.310260961,0.188718597,0.907998949,0.031017682,0.060983369,0.150513832,0.345145663,0.504340505,0.574999681,0.383119643,0.041880676
,,,S4,0.955334238,0.020334811,0.024330952,0.325035867,0.161479484,0.513484649,0.417409835,0.508463785,0.07412638,0.713176561,0.258065979,0.02875746,0.871483449,0.072788501,0.055728049,0.770253218,0.136254084,0.093492697,0.094232007,0.904345871,0.001422122,0.96502782,0.0280438,0.00692838
,,,S5,0.98329284,0.013247136,0.003460024,0.102825059,0.062862513,0.834312427,0.720703465,0.232117744,0.04717879,0.525564639,0.242208038,0.232227324,0.501020441,0.310260961,0.188718597,0.907998949,0.031017682,0.060983369,0.150513832,0.345145663,0.504340505,0.574999681,0.383119643,0.041880676
,,,S6,0.967989733,0.03053534,0.001474927,0.69087474,0.295410409,0.013714851,0.51784748,0.449417422,0.032735098,0.592111519,0.282920178,0.124968304,0.324195263,0.217450071,0.458354666,0.740302533,0.143951411,0.115746056,0.171343303,0.161606182,0.667050515,0.724664083,0.215160486,0.060175431
,,,S7,0.967989733,0.03053534,0.001474927,0.69087474,0.295410409,0.013714851,0.943996993,0.053877938,0.002125069,0.801970074,0.190306672,0.007723254,0.221798367,0.01087054,0.767331093,0.231489775,0.398325562,0.370184662,0.451084664,0.393212281,0.155703055,0.003878899,0.938462182,0.057658919
60,120,2,S1,0.177941953,0.628089904,0.193968143,0.318750073,0.339615029,0.341634897,0.637788677,0.189479937,0.172731386,0.939228915,0.057556947,0.003214138,0.158553886,0.164412539,0.677033576,0.71135483,0.045084489,0.243560681,0.303873883,0.673227827,0.02289829,0.943800574,0.016960347,0.039239079
,,,S2,0.286530605,0.680172641,0.033296754,0.390805064,0.302229797,0.306965139,0.611103706,0.195308478,0.193587816,0.645369448,0.203384944,0.151245608,0.702838091,0.266629703,0.030532206,0.680880049,0.039802455,0.279317496,0.315589875,0.556202964,0.128207161,0.385563788,0.437102553,0.177333659
,,,S3,0.205166081,0.629541103,0.165292816,0.163730313,0.734891052,0.101378634,0.645984676,0.206972293,0.147043031,0.806074402,0.177963637,0.01596196,0.163401302,0.22562041,0.610978288,0.668827282,0.241901286,0.089271432,0.231787633,0.578293467,0.1899189,0.896516984,0.099849444,0.003633571
,,,S4,0.868749975,0.119580142,0.011669883,0.835293665,0.030193317,0.134513018,0.766968433,0.043171525,0.189860041,0.109628395,0.563355506,0.327016099,0.313067397,0.565277184,0.121655419,0.932768646,0.009271658,0.057959696,0.073873034,0.139760657,0.786366309,0.061648102,0.526034092,0.412317807
,,,S5,0.748408977,0.244654582,0.006936441,0.963345751,0.028520502,0.008133747,0.118383139,0.27231962,0.609297241,0.341254508,0.075250717,0.583494776,0.404030022,0.453085161,0.142884817,0.617629505,0.295325146,0.087045349,0.454050024,0.33977339,0.206176586,0.252341378,0.688607823,0.059050798
,,,S6,0.993382247,0.005976834,0.000640919,0.30064112,0.108256281,0.591102599,0.881031662,0.02596035,0.093007988,0.217233395,0.47540549,0.307361114,0.267185634,0.018110773,0.714703593,0.941060945,0.027991164,0.030947892,0.136339308,0.588275096,0.275385596,0.809551303,0.152174072,0.038274625
,,,S7,0.808652679,0.074046755,0.117300566,0.337654986,0.330724034,0.33162098,0.675019065,0.096958212,0.228022723,0.512356965,0.465980218,0.021662816,0.159612883,0.791461043,0.048926074,0.078357234,0.502285356,0.41935741,0.067545767,0.530647108,0.401807126,0.950326447,0.003142193,0.04653136
,,,S8,0.725493767,0.085825164,0.18868107,0.240098277,0.029319095,0.730582629,0.782405793,0.115643234,0.101950973,0.8372546,0.064980926,0.097764474,0.071058679,0.73251337,0.196427951,0.199428883,0.651926531,0.148644586,0.517292662,0.098144575,0.384562763,0.578143112,0.357976861,0.063880027
,,,S9,0.661016854,0.236669501,0.102313645,0.176697394,0.303376314,0.519926292,0.992465026,0.000198541,0.007336433,0.225747794,0.432988075,0.34126413,0.140624876,0.802886765,0.056488359,0.21863466,0.743296983,0.038068357,0.816419336,0.05632868,0.127251984,0.927290633,0.034881759,0.037827608
,,,S10,0.760560207,0.06085022,0.178589573,0.088319262,0.421949819,0.489730918,0.525008159,0.436269561,0.03872228,0.919750745,0.037291356,0.042957899,0.154632756,0.251410526,0.593956719,0.595525636,0.37568794,0.028786424,0.06778362,0.271994808,0.660221572,0.84439783,0.094390046,0.061212124
,,,S11,0.864289475,0.014060302,0.121650223,0.941386528,0.047423453,0.011190019,0.83857055,0.070819275,0.090610176,0.989925735,0.000874555,0.009199711,0.292454321,0.167536203,0.540009476,0.989956006,0.008572936,0.001471057,0.046988693,0.087549306,0.865462001,0.732959471,0.22614272,0.040897809
,,,S12,0.286530605,0.680172641,0.033296754,0.390805064,0.302229797,0.306965139,0.611103706,0.195308478,0.193587816,0.645369448,0.203384944,0.151245608,0.702838091,0.266629703,0.030532206,0.680880049,0.039802455,0.279317496,0.315589875,0.556202964,0.128207161,0.943800574,0.016960347,0.039239079
,,,S13,0.868749975,0.119580142,0.011669883,0.835293665,0.030193317,0.134513018,0.766968433,0.043171525,0.189860041,0.109628395,0.563355506,0.327016099,0.313067397,0.565277184,0.121655419,0.932768646,0.009271658,0.057959696,0.073873034,0.139760657,0.786366309,0.761578345,0.080971936,0.157449719
,,,S14,0.960599893,0.000170601,0.039229506,0.990960714,0.003536582,0.005502704,0.672926065,0.082019767,0.245054168,0.412831768,0.224974497,0.362193735,0.144438878,0.447674765,0.407886357,0.882995938,0.066073695,0.050930367,0.01715281,0.461611006,0.521236183,0.364099318,0.479525368,0.156375314
,,,S15,0.803452536,0.094395773,0.102151691,0.442391967,0.343998801,0.213609232,0.458195297,0.540687485,0.001117218,0.29398522,0.696908075,0.009106705,0.777884845,0.215874911,0.006240244,0.379443888,0.272639566,0.347916545,0.409437288,0.225490907,0.365071804,0.018163628,0.363167558,0.618668814
,,,S16,0.725493767,0.085825164,0.18868107,0.240098277,0.029319095,0.730582629,0.782405793,0.115643234,0.101950973,0.8372546,0.064980926,0.097764474,0.071058679,0.73251337,0.196427951,0.199428883,0.651926531,0.148644586,0.517292662,0.098144575,0.384562763,0.795532082,0.027168691,0.177299227
,,,S17,0.286963639,0.637412168,0.075624193,0.755039056,0.066597161,0.178363783,0.041187259,0.818078392,0.140734349,0.083529853,0.673084493,0.243385654,0.794453511,0.104769071,0.100777418,0.613067834,0.096997769,0.289934397,0.105241507,0.697290669,0.197467825,0.823227137,0.129893839,0.046879023
120,120,2,S1,0.92265066,0.065220033,0.012129307,0.629114333,0.135334861,0.235550806,0.007542805,0.652334301,0.340122894,0.744230046,0.152246295,0.103523658,0.708246617,0.193137726,0.098615657,0.791305032,0.078957215,0.129737752,0.535890754,0.395486747,0.068622499,0.877910903,0.048134754,0.073954343
,,,S2,0.949967644,0.031335406,0.01869695,0.734913311,0.001916436,0.263170253,0.505520509,0.192321662,0.302157829,0.383383573,0.329637164,0.286979264,0.432135816,0.438948458,0.128915726,0.999407641,0.000225648,0.000366712,0.62753096,0.284507492,0.087961549,0.459867819,0.290951838,0.249180343
,,,S3,0.3000953,0.689961399,0.0099433,0.922465476,0.062656543,0.014877981,0.543838738,0.411090274,0.045070988,0.205337396,0.388203372,0.406459231,0.58729422,0.043391144,0.369314636,0.882108935,0.031402043,0.086489022,0.12949984,0.65800001,0.21250015,0.945513671,0.03373839,0.020747938
,,,S4,0.980473312,0.017286192,0.002240496,0.340861119,0.375753408,0.283385474,0.643436071,0.300915051,0.055648878,0.20233009,0.729953212,0.067716698,0.924166746,0.068949037,0.006884217,0.229145456,0.046514069,0.724340475,0.445589336,0.433005293,0.121405371,0.320629788,0.64022879,0.039141423
,,,S5,0.721148235,0.139891072,0.138960693,0.971411571,0.021068016,0.007520413,0.386291478,0.609546968,0.004161553,0.853765951,0.067748642,0.078485407,0.749441743,0.033341306,0.217216952,0.874705658,0.121466164,0.003828178,0.394718262,0.42974722,0.175534519,0.272696114,0.573248982,0.154054904
,,,S6,0.903172724,0.070289736,0.02653754,0.626978946,0.199403022,0.173618032,0.732543381,0.132021361,0.135435258,0.685105062,0.056403547,0.258491391,0.508783512,0.417448357,0.073768131,0.864919415,0.05949709,0.075583494,0.094028214,0.078934079,0.827037707,0.401643531,0.10058214,0.497774329
,,,S7,0.397283221,0.601505567,0.001211212,0.167754682,0.511506756,0.320738562,0.614306396,0.199465477,0.186228127,0.514270302,0.249875022,0.235854676,0.591863739,0.371710389,0.036425872,0.294361133,0.344882115,0.360756752,0.024557501,0.686728496,0.288714003,0.842454072,0.097900189,0.059645739
,,,S8,0.976992376,0.009635013,0.013372612,0.073968824,0.741761665,0.184269512,0.469690388,0.128655085,0.401654527,0.740817824,0.246550644,0.012631532,0.833509594,0.091005406,0.075485,0.914424994,0.059041465,0.02653354,0.551979968,0.033040115,0.414979917,0.620505188,0.097946859,0.281547954
,,,S9,0.7959515,0.150532855,0.053515645,0.486163346,0.272918954,0.2409177,0.087077763,0.671669633,0.241252604,0.571888108,0.276154988,0.151956904,0.218565981,0.423398859,0.35803516,0.821308529,0.13002219,0.048669282,0.842826584,0.058644068,0.098529348,0.295730607,0.703563751,0.000705643
,,,S10,0.556158407,0.376298691,0.067542901,0.289047665,0.128376619,0.582575717,0.201426339,0.68383375,0.114739912,0.015433515,0.141405275,0.84316121,0.56991395,0.35323839,0.07684766,0.845232878,0.148829442,0.00593768,0.228629626,0.444342787,0.327027588,0.711258259,0.072589871,0.21615187
,,,S11,0.776711494,0.016145801,0.207142705,0.52357208,0.402329631,0.074098289,0.133970988,0.679266129,0.186762883,0.690483535,0.230513857,0.079002608,0.838145922,0.047715997,0.114138081,0.346291483,0.595353256,0.058355261,0.111381417,0.30166684,0.586951743,0.21460161,0.351977543,0.433420847
,,,S12,0.468008303,0.499612702,0.032378995,0.142356623,0.160487279,0.697156099,0.875581879,0.098011684,0.026406437,0.787945473,0.209055299,0.002999229,0.342293782,0.266185599,0.391520619,0.723365853,0.079237538,0.197396609,0.084693425,0.580392974,0.334913601,0.712411539,0.171829332,0.115759129
,,,S13,0.779584922,0.203749677,0.016665401,0.658552128,0.018081114,0.323366758,0.990110042,0.002435111,0.007454847,0.855661287,0.097753061,0.046585652,0.002079383,0.323006816,0.674913801,0.898403898,0.003867133,0.097728969,0.151172732,0.498246938,0.35058033,0.294463178,0.557309299,0.148227523
,,,S14,0.596975673,0.348538335,0.054485992,0.977454297,0.003655564,0.01889014,0.931689956,0.055398968,0.012911076,0.84904449,0.061764989,0.089190522,0.431643879,0.201397826,0.366958296,0.771533507,0.068186797,0.160279696,0.08421929,0.768491702,0.147289008,0.918471015,0.03041371,0.051115275
10,180,2,S1,0.993786796,0.002871838,0.003341366,0.429664569,0.148722403,0.421613028,0.59183462,0.353912401,0.054252979,0.486101154,0.042207975,0.471690872,0.101995622,0.758255282,0.139749096,0.951903127,0.016942757,0.031154115,0.124268961,0.356559191,0.519171847,0.029590424,0.13613571,0.834273866
,,,S2=S3=S5,0.993786796,0.002871838,0.003341366,0.429664569,0.148722403,0.421613028,0.59183462,0.353912401,0.054252979,0.486101154,0.042207975,0.471690872,0.101995622,0.758255282,0.139749096,0.951903127,0.016942757,0.031154115,0.970707637,0.027376398,0.001915965,0.835610566,0.118606096,0.045783338
,,,S3=S2=S5,0.993786796,0.002871838,0.003341366,0.429664569,0.148722403,0.421613028,0.59183462,0.353912401,0.054252979,0.486101154,0.042207975,0.471690872,0.101995622,0.758255282,0.139749096,0.951903127,0.016942757,0.031154115,0.970707637,0.027376398,0.001915965,0.835610566,0.118606096,0.045783338
,,,S4,0.993786796,0.002871838,0.003341366,0.206958829,0.613289578,0.179751593,0.469004039,0.202829503,0.328166458,0.022769806,0.740299918,0.236930276,0.844598542,0.073360026,0.082041432,0.701870163,0.059715557,0.23841428,0.124268961,0.356559191,0.519171847,0.029590424,0.13613571,0.834273866
,,,S5=S2=S3,0.993786796,0.002871838,0.003341366,0.429664569,0.148722403,0.421613028,0.59183462,0.353912401,0.054252979,0.486101154,0.042207975,0.471690872,0.101995622,0.758255282,0.139749096,0.951903127,0.016942757,0.031154115,0.970707637,0.027376398,0.001915965,0.835610566,0.118606096,0.045783338
,,,S6=S10,0.993786796,0.002871838,0.003341366,0.429664569,0.148722403,0.421613028,0.59183462,0.353912401,0.054252979,0.537353941,0.214899448,0.247746612,0.844598542,0.073360026,0.082041432,0.701870163,0.059715557,0.23841428,0.124268961,0.356559191,0.519171847,0.029590424,0.13613571,0.834273866
,,,S7,0.534974681,0.394923803,0.070101516,0.429664569,0.148722403,0.421613028,0.59183462,0.353912401,0.054252979,0.486101154,0.042207975,0.471690872,0.844598542,0.073360026,0.082041432,0.701870163,0.059715557,0.23841428,0.124268961,0.356559191,0.519171847,0.029590424,0.13613571,0.834273866
,,,S8,0.993786796,0.002871838,0.003341366,0.429664569,0.148722403,0.421613028,0.59183462,0.353912401,0.054252979,0.486101154,0.042207975,0.471690872,0.844598542,0.073360026,0.082041432,0.701870163,0.059715557,0.23841428,0.124268961,0.356559191,0.519171847,0.029590424,0.13613571,0.834273866
,,,S9,0.993786796,0.002871838,0.003341366,0.429664569,0.148722403,0.421613028,0.59183462,0.353912401,0.054252979,0.537353941,0.214899448,0.247746612,0.101995622,0.758255282,0.139749096,0.951903127,0.016942757,0.031154115,0.970707637,0.027376398,0.001915965,0.835610566,0.118606096,0.045783338
,,,S10=S6,0.993786796,0.002871838,0.003341366,0.429664569,0.148722403,0.421613028,0.59183462,0.353912401,0.054252979,0.537353941,0.214899448,0.247746612,0.844598542,0.073360026,0.082041432,0.701870163,0.059715557,0.23841428,0.124268961,0.356559191,0.519171847,0.029590424,0.13613571,0.834273866
30,180,2,S1,0.992074722,0.005703524,0.002221753,0.36899008,0.167338014,0.463671906,0.103165116,0.748958519,0.147876364,0.16640648,0.259158835,0.574434685,0.686563878,0.054761168,0.258674954,0.909262509,0.032801275,0.057936217,0.043579937,0.88430297,0.072117093,0.804416749,0.118341705,0.077241546
,,,S2,0.678718722,0.298926765,0.022354514,0.995081805,0.000671535,0.00424666,0.694071715,0.285833462,0.020094823,0.32426522,0.587161007,0.088573773,0.453090518,0.418507349,0.128402133,0.514563165,0.276228498,0.209208337,0.107718616,0.587144514,0.305136871,0.030688371,0.726862299,0.242449331
,,,S3,0.589730789,0.349348432,0.06092078,0.306676457,0.28602688,0.407296663,0.210371735,0.610734701,0.178893564,0.538655009,0.452162448,0.009182543,0.016349115,0.855199583,0.128451302,0.0661905,0.761207003,0.172602497,0.708080808,0.289793672,0.00212552,0.699146677,0.206834513,0.094018811
,,,S4,0.551395355,0.178205849,0.270398797,0.326092478,0.507567999,0.166339523,0.775872005,0.060236101,0.163891893,0.661071732,0.330415686,0.008512583,0.147245758,0.712509962,0.14024428,0.930257061,0.03232061,0.037422328,0.587807103,0.341597216,0.070595682,0.670171222,0.039761907,0.290066871
,,,S5,0.992074722,0.005703524,0.002221753,0.36899008,0.167338014,0.463671906,0.694071715,0.285833462,0.020094823,0.32426522,0.587161007,0.088573773,0.453090518,0.418507349,0.128402133,0.514563165,0.276228498,0.209208337,0.107718616,0.587144514,0.305136871,0.030688371,0.726862299,0.242449331
,,,S6,0.540033496,0.296806449,0.163160055,0.306676457,0.28602688,0.407296663,0.210371735,0.610734701,0.178893564,0.538655009,0.452162448,0.009182543,0.016349115,0.855199583,0.128451302,0.0661905,0.761207003,0.172602497,0.708080808,0.289793672,0.00212552,0.699146677,0.206834513,0.094018811
,,,S7,0.777858975,0.214969954,0.007171071,0.169942628,0.8268822,0.003175171,0.424879216,0.175901626,0.399219158,0.269759978,0.044399242,0.68584078,0.691267417,0.281185775,0.027546808,0.514563165,0.276228498,0.209208337,0.107718616,0.587144514,0.305136871,0.229419346,0.05574713,0.714833524
,,,S8,0.678718722,0.298926765,0.022354514,0.995081805,0.000671535,0.00424666,0.694071715,0.285833462,0.020094823,0.32426522,0.587161007,0.088573773,0.453090518,0.418507349,0.128402133,0.25623128,0.66424614,0.07952258,0.532369212,0.356918416,0.110712372,0.829987568,0.165884682,0.00412775
,,,S9,0.992074722,0.005703524,0.002221753,0.36899008,0.167338014,0.463671906,0.424879216,0.175901626,0.399219158,0.661071732,0.330415686,0.008512583,0.147245758,0.712509962,0.14024428,0.930257061,0.03232061,0.037422328,0.587807103,0.341597216,0.070595682,0.670171222,0.039761907,0.290066871
,,,S10,0.678718722,0.298926765,0.022354514,0.995081805,0.000671535,0.00424666,0.694071715,0.285833462,0.020094823,0.32426522,0.587161007,0.088573773,0.453090518,0.418507349,0.128402133,0.25623128,0.66424614,0.07952258,0.532369212,0.356918416,0.110712372,0.829987568,0.165884682,0.00412775
