population,evaluations,1/x,id,MonitorCentral,MonitorPeer,MonitorCloud,AnalyzeCentral,AnalyzePeer,AnalyzeCloud,NormalPlanCentral,NormalPlanPeer,NormalPlanCloud,AlertPlanCentral,AlertPlanPeer,AlertPlanCloud,CriticalPlanCentral,CriticalPlanPeer,CriticalPlanCloud,NormalExecuteCentral,NormalExecutePeer,NormalExecuteCloud,AlertExecuteCentral,AlertExecutePeer,AlertExecuteCloud,CriticalExecuteCentral,CriticalExecutePeer,CriticalExecuteCloud
,,,S6,0.809317144,0.146441128,0.044241728,0.118256804,0.023776642,0.857966554,0.220247654,0.019271908,0.760480438,0.709847606,0.11035935,0.179793044,0.059849714,0.001276505,0.938873781,0.391356495,0.292478471,0.316165035,0.134531601,0.35913,0.506338399,0.891649533,0.010311437,0.09803903
30,120,5,S1,0.16550756,0.738116994,0.096375447,0.003797253,0.318172999,0.678029748,0.254432597,0.411383378,0.334184024,0.737696561,0.258331502,0.003971936,0.573185477,0.235740792,0.19107373,0.222953265,0.465391726,0.311655009,0.205039617,0.174841185,0.620119198,0.207791521,0.757495219,0.034713259
,,,S2,0.245004251,0.630351732,0.124644017,0.003797253,0.318172999,0.678029748,0.254432597,0.411383378,0.334184024,0.737696561,0.258331502,0.003971936,0.573185477,0.235740792,0.19107373,0.222953265,0.465391726,0.311655009,0.205039617,0.174841185,0.620119198,0.207791521,0.757495219,0.034713259
,,,S3,0.498242338,0.246806213,0.254951449,0.808767773,0.033562478,0.157669749,0.272552821,0.206797229,0.520649949,0.901129221,0.02899864,0.069872139,0.197531864,0.627065001,0.175403136,0.926349858,0.026121944,0.047528198,0.485421336,0.147867673,0.366710991,0.218269987,0.556521966,0.225208048
,,,S4,0.245004251,0.630351732,0.124644017,0.003797253,0.318172999,0.678029748,0.254432597,0.411383378,0.334184024,0.737696561,0.258331502,0.003971936,0.573185477,0.235740792,0.19107373,0.222953265,0.465391726,0.311655009,0.205039617,0.174841185,0.620119198,0.207791521,0.757495219,0.034713259
,,,S5,0.245004251,0.630351732,0.124644017,0.808767773,0.033562478,0.157669749,0.272552821,0.206797229,0.520649949,0.901129221,0.02899864,0.069872139,0.197531864,0.627065001,0.175403136,0.926349858,0.026121944,0.047528198,0.485421336,0.147867673,0.366710991,0.218269987,0.556521966,0.225208048
60,120,5,S1,0.374630458,0.575278771,0.05009077,0.085336801,0.384097278,0.530565921,0.074403357,0.696145777,0.229450866,0.118443616,0.268172913,0.613383471,0.270168435,0.11145374,0.618377825,0.221816964,0.369749298,0.408433738,0.870992549,0.006208749,0.122798702,0.373301139,0.511005264,0.115693597
,,,S2,0.272863613,0.464517594,0.262618793,0.446373972,0.44222507,0.111400958,0.264592087,0.162610788,0.572797125,0.435896085,0.029389795,0.534714121,0.307328869,0.558631588,0.134039543,0.674295711,0.244869141,0.080835148,0.513959575,0.418961872,0.067078553,0.096146575,0.263054317,0.640799108
,,,S3,0.905822242,0.091243931,0.002933827,0.446373972,0.44222507,0.111400958,0.264592087,0.162610788,0.572797125,0.435896085,0.029389795,0.534714121,0.307328869,0.558631588,0.134039543,0.674295711,0.244869141,0.080835148,0.513959575,0.418961872,0.067078553,0.096146575,0.263054317,0.640799108
120,120,5,S1,0.900013246,0.031237036,0.068749718,0.505756601,0.242435818,0.251807581,0.188299063,0.380694751,0.431006187,0.944250894,0.000522231,0.055226874,0.303839441,0.308102043,0.388058516,0.922053068,0.016582374,0.061364558,0.377285614,0.365922338,0.256792048,0.748953443,0.193781982,0.057264575
10,180,5,S1=all\S4,0.632866421,0.25265287,0.114480709,0.08202901,0.392867042,0.525103948,0.520565881,0.4054807,0.073953419,0.546960752,0.348844329,0.104194919,0.140875639,0.317110084,0.542014277,0.998032253,0.001260303,0.000707444,0.581231997,0.376670515,0.042097488,0.216500859,0.452538408,0.330960733
,,,S2=all\S4,0.632866421,0.25265287,0.114480709,0.08202901,0.392867042,0.525103948,0.520565881,0.4054807,0.073953419,0.546960752,0.348844329,0.104194919,0.140875639,0.317110084,0.542014277,0.998032253,0.001260303,0.000707444,0.581231997,0.376670515,0.042097488,0.216500859,0.452538408,0.330960733
,,,S3=all\S4,0.632866421,0.25265287,0.114480709,0.08202901,0.392867042,0.525103948,0.520565881,0.4054807,0.073953419,0.546960752,0.348844329,0.104194919,0.140875639,0.317110084,0.542014277,0.998032253,0.001260303,0.000707444,0.581231997,0.376670515,0.042097488,0.216500859,0.452538408,0.330960733
,,,S4,0.632866421,0.25265287,0.114480709,0.08202901,0.392867042,0.525103948,0.520565881,0.4054807,0.073953419,0.546960752,0.348844329,0.104194919,0.140875639,0.317110084,0.542014277,0.998032253,0.001260303,0.000707444,0.581231997,0.376670515,0.042097488,0.202892848,0.166662785,0.630444367
,,,S5=all\S4,0.632866421,0.25265287,0.114480709,0.08202901,0.392867042,0.525103948,0.520565881,0.4054807,0.073953419,0.546960752,0.348844329,0.104194919,0.140875639,0.317110084,0.542014277,0.998032253,0.001260303,0.000707444,0.581231997,0.376670515,0.042097488,0.216500859,0.452538408,0.330960733
,,,S6=all\S4,0.632866421,0.25265287,0.114480709,0.08202901,0.392867042,0.525103948,0.520565881,0.4054807,0.073953419,0.546960752,0.348844329,0.104194919,0.140875639,0.317110084,0.542014277,0.998032253,0.001260303,0.000707444,0.581231997,0.376670515,0.042097488,0.216500859,0.452538408,0.330960733
,,,S7=all\S4,0.632866421,0.25265287,0.114480709,0.08202901,0.392867042,0.525103948,0.520565881,0.4054807,0.073953419,0.546960752,0.348844329,0.104194919,0.140875639,0.317110084,0.542014277,0.998032253,0.001260303,0.000707444,0.581231997,0.376670515,0.042097488,0.216500859,0.452538408,0.330960733
30,180,5,S1,0.722090541,0.202685602,0.075223857,0.358629394,0.038604799,0.602765808,0.176280185,0.209033723,0.614686091,0.750236594,0.177373181,0.072390224,0.000230486,0.654621314,0.3451482,0.40645868,0.162849939,0.430691381,0.266943088,0.34162104,0.391435871,0.661168895,0.054965323,0.283865782
,,,S2,0.414865079,0.51847486,0.066660062,0.679069659,0.109474696,0.211455646,0.176280185,0.209033723,0.614686091,0.750236594,0.177373181,0.072390224,0.000230486,0.654621314,0.3451482,0.40645868,0.162849939,0.430691381,0.266943088,0.34162104,0.391435871,0.661168895,0.054965323,0.283865782
,,,S3,0.990599085,0.004516453,0.004884463,0.358629394,0.038604799,0.602765808,0.176280185,0.209033723,0.614686091,0.750236594,0.177373181,0.072390224,0.139230971,0.298989954,0.561779074,0.745544523,0.233119419,0.021336057,0.462645966,0.52420906,0.013144974,0.376168158,0.138406084,0.485425758
,,,S4,0.669820111,0.224322533,0.105857356,0.351388247,0.233370967,0.415240786,0.275303299,0.369603933,0.355092769,0.565388306,0.34502209,0.089589604,0.083168006,0.279155031,0.637676963,0.802337535,0.142734076,0.054928389,0.462645966,0.52420906,0.013144974,0.376168158,0.138406084,0.485425758
,,,S5,0.990599085,0.004516453,0.004884463,0.29939674,0.15322587,0.547377389,0.263904629,0.419861116,0.316234254,0.314151271,0.314242374,0.371606355,0.139230971,0.298989954,0.561779074,0.93895277,0.042019646,0.019027584,0.117705083,0.564790573,0.317504344,0.367181971,0.537643159,0.095174871
,,,S6,0.990599085,0.004516453,0.004884463,0.358629394,0.038604799,0.602765808,0.176280185,0.209033723,0.614686091,0.750236594,0.177373181,0.072390224,0.000230486,0.654621314,0.3451482,0.40645868,0.162849939,0.430691381,0.705423037,0.287506931,0.007070032,0.531871193,0.155623264,0.312505544
,,,S7,0.990599085,0.004516453,0.004884463,0.351388247,0.233370967,0.415240786,0.275303299,0.369603933,0.355092769,0.565388306,0.34502209,0.089589604,0.083168006,0.279155031,0.637676963,0.802337535,0.142734076,0.054928389,0.462645966,0.52420906,0.013144974,0.376168158,0.138406084,0.485425758
,,,S8,0.722090541,0.202685602,0.075223857,0.29939674,0.15322587,0.547377389,0.263904629,0.419861116,0.316234254,0.750236594,0.177373181,0.072390224,0.139230971,0.298989954,0.561779074,0.745544523,0.233119419,0.021336057,0.462645966,0.52420906,0.013144974,0.376168158,0.138406084,0.485425758
60,180,5,S1,0.929892226,0.0645518,0.005555975,0.70120008,0.109366049,0.18943387,0.87652886,0.031991091,0.091480049,0.215389173,0.388354894,0.396255933,0.096518121,0.175440961,0.728040918,0.712501284,0.11274069,0.174758025,0.088567068,0.906159622,0.005273309,0.010312576,0.034567307,0.955120117
,,,S2,0.471128709,0.274396596,0.254474695,0.877297878,0.072636817,0.050065305,0.51349867,0.126498427,0.360002903,0.042855327,0.946453524,0.010691149,0.39600779,0.269229928,0.334762281,0.672237863,0.136262548,0.191499589,0.262783197,0.404411723,0.33280508,0.45528654,0.45679799,0.08791547
,,,S3,0.714432421,0.161714016,0.123853563,0.520412187,0.144934303,0.334653509,0.037732615,0.694089943,0.268177442,0.600526825,0.057474576,0.341998598,0.418345437,0.195253321,0.386401242,0.782578236,0.178347679,0.039074085,0.435639242,0.112267751,0.452093006,0.584657547,0.311149327,0.104193126
,,,S4,0.929892226,0.0645518,0.005555975,0.70120008,0.109366049,0.18943387,0.87652886,0.031991091,0.091480049,0.215389173,0.388354894,0.396255933,0.096518121,0.175440961,0.728040918,0.712501284,0.11274069,0.174758025,0.088567068,0.906159622,0.005273309,0.010312576,0.034567307,0.955120117
,,,S5,0.714432421,0.161714016,0.123853563,0.520412187,0.144934303,0.334653509,0.037732615,0.694089943,0.268177442,0.600526825,0.057474576,0.341998598,0.418345437,0.195253321,0.386401242,0.782578236,0.178347679,0.039074085,0.435639242,0.112267751,0.452093006,0.584657547,0.311149327,0.104193126
,,,S6,0.957371742,0.007713607,0.034914651,0.547420021,0.326299743,0.126280236,0.086430442,0.377997515,0.535572043,0.064125455,0.428587804,0.507286742,0.470513102,0.181349884,0.348137014,0.304308219,0.144058444,0.551633337,0.404939508,0.494102177,0.100958315,0.638598278,0.248531507,0.112870215
,,,S7,0.554725666,0.184157908,0.261116426,0.592225334,0.283527357,0.124247309,0.176593976,0.582997638,0.240408386,0.769021768,0.151823197,0.079155036,0.945759558,0.030305219,0.023935223,0.749349585,0.222074063,0.028576353,0.007851346,0.295600204,0.69654845,0.744183547,0.12755123,0.128265223
90,180,5,S1,0.845240708,0.033560905,0.121198387,0.865064862,0.037744956,0.097190182,0.187530403,0.176296508,0.636173088,0.713168944,0.064065688,0.222765368,0.431879165,0.075732296,0.492388539,0.94255248,0.055506863,0.001940657,0.148090924,0.756747373,0.095161703,0.304538676,0.557241623,0.138219702
,,,S2,0.852477988,0.085697669,0.061824344,0.403027881,0.425914173,0.171057946,0.06142823,0.317348145,0.621223625,0.951920224,0.00443336,0.043646416,0.921009424,0.018143279,0.060847297,0.409884914,0.143909785,0.446205301,0.061243308,0.595427184,0.343329509,0.037937587,0.065100314,0.896962099
,,,S3,0.964158082,0.03232949,0.003512428,0.016462188,0.133699291,0.849838522,0.540582485,0.416499799,0.042917716,0.83840619,0.077892204,0.083701607,0.271212886,0.556511436,0.172275677,0.239701493,0.429151577,0.33114693,0.297094603,0.112553529,0.590351868,0.754821905,0.03231622,0.212861875
,,,S4,0.881059573,0.05694245,0.061997976,0.487386295,0.343565045,0.169048659,0.066621744,0.414649148,0.518729108,0.76410656,0.009764993,0.226128447,0.312370763,0.672860774,0.014768463,0.630870524,0.071908229,0.297221247,0.520421122,0.110025374,0.369553504,0.758647069,0.091085923,0.150267008
,,,S5,0.523698881,0.446755401,0.029545717,0.411846372,0.423656281,0.164497347,0.357591005,0.145504426,0.496904569,0.963166068,0.012825774,0.024008157,0.329655835,0.358635459,0.311708706,0.750514137,0.166467738,0.083018124,0.453408995,0.454866913,0.091724092,0.724144735,0.149836863,0.126018403
,,,S6,0.908327716,0.04608683,0.045585454,0.975935823,0.022076607,0.001987569,0.613685881,0.353149141,0.033164978,0.592527908,0.100554351,0.306917741,0.07666339,0.168535964,0.754800646,0.328493861,0.19994976,0.471556379,0.021394155,0.879175392,0.099430453,0.017067666,0.937166074,0.04576626
,,,S7,0.845240708,0.033560905,0.121198387,0.865064862,0.037744956,0.097190182,0.187530403,0.176296508,0.636173088,0.713168944,0.064065688,0.222765368,0.431879165,0.075732296,0.492388539,0.94255248,0.055506863,0.001940657,0.148090924,0.756747373,0.095161703,0.184907498,0.588333409,0.226759092
,,,S8,0.852477988,0.085697669,0.061824344,0.403027881,0.425914173,0.171057946,0.06142823,0.317348145,0.621223625,0.951920224,0.00443336,0.043646416,0.921009424,0.018143279,0.060847297,0.409884914,0.143909785,0.446205301,0.061243308,0.595427184,0.343329509,0.037937587,0.065100314,0.896962099
,,,S9,0.769728184,0.133133994,0.097137823,0.276861803,0.660751801,0.062386396,0.085677058,0.684508096,0.229814846,0.594679688,0.386985637,0.018334675,0.489071863,0.265014463,0.245913674,0.701332684,0.192147858,0.106519458,0.573146136,0.113454154,0.31339971,0.345601555,0.371151764,0.283246681
,,,S10,0.842629202,0.128394935,0.028975862,0.407778196,0.198163376,0.394058429,0.968541768,0.024143759,0.007314473,0.655544013,0.293469657,0.05098633,0.088960536,0.37628105,0.534758414,0.176529304,0.347588664,0.475882032,0.070365704,0.890993523,0.038640773,0.305986043,0.00832682,0.685687137
180,180,5,S1,0.990118972,0.001712038,0.00816899,0.705874158,0.020836122,0.273289721,0.818017269,0.031806413,0.150176318,0.897615485,0.024048367,0.078336148,0.186145086,0.449303548,0.364551366,0.11360335,0.859707118,0.026689532,0.127620594,0.476248063,0.396131344,0.627691425,0.182680435,0.189628141
,,,S2,0.065169795,0.734524076,0.200306129,0.575904705,0.228399133,0.195696162,0.698399244,0.221187336,0.08041342,0.521127222,0.071200818,0.407671961,0.058465288,0.650134184,0.291400528,0.889446545,0.039580178,0.070973277,0.210494842,0.194856648,0.59464851,0.35649803,0.605917947,0.037584022
,,,S3,0.832993652,0.022761378,0.14424497,0.964819841,0.031566054,0.003614105,0.237300252,0.378894837,0.383804911,0.207825754,0.727379219,0.064795026,0.268366867,0.460638039,0.270995094,0.94729612,0.032243584,0.020460296,0.583189708,0.383928589,0.032881703,0.421188086,0.018267041,0.560544874
,,,S4,0.724139037,0.028017444,0.247843519,0.353302052,0.509653906,0.137044043,0.494935421,0.414561117,0.090503462,0.652846849,0.073990474,0.273162677,0.016140888,0.313135903,0.670723209,0.71502069,0.279257512,0.005721798,0.526359697,0.155389525,0.318250777,0.254732012,0.315510077,0.429757911
,,,S5,0.866406799,0.12956597,0.004027231,0.595553098,0.157988056,0.246458846,0.245577373,0.38452192,0.369900707,0.11461983,0.394860188,0.490519983,0.226889212,0.690273366,0.082837422,0.352631298,0.63581137,0.011557332,0.564638578,0.130207545,0.305153877,0.412463302,0.070730566,0.516806132
,,,S6,0.082933251,0.634624182,0.282442567,0.736668543,0.046675563,0.216655894,0.814077429,0.089278808,0.096643763,0.633410503,0.288563626,0.078025871,0.160051137,0.114557826,0.725391037,0.473430121,0.453504949,0.07306493,0.054935301,0.759733158,0.185331541,0.757554678,0.009878838,0.232566484
,,,S7,0.738787196,0.059610017,0.201602787,0.459897126,0.071195689,0.468907185,0.281542896,0.500180316,0.218276788,0.767590557,0.146711413,0.085698029,0.209509537,0.159209328,0.631281135,0.070404026,0.800510325,0.12908565,0.355391538,0.355638503,0.288969959,0.765939756,0.032948597,0.201111647
,,,S8,0.674705201,0.177733751,0.147561048,0.71853719,0.059445823,0.222016987,0.170701075,0.27355387,0.555745055,0.106312122,0.60002709,0.293660788,0.578316735,0.255121991,0.166561274,0.811214485,0.164356858,0.024428657,0.152546636,0.388297637,0.459155727,0.73754816,0.147245052,0.115206788
,,,S9,0.387271449,0.415450692,0.197277859,0.430282355,0.241836458,0.327881186,0.010029249,0.224067724,0.765903027,0.576455653,0.330705569,0.092838778,0.177605433,0.818147387,0.004247179,0.753384189,0.217834654,0.028781158,0.857652905,0.035806963,0.106540132,0.296490816,0.591653429,0.111855755
10,360,5,S1,0.451517057,0.36188721,0.186595733,0.725810972,0.179223406,0.094965622,0.965696177,0.024372409,0.009931414,0.128736514,0.075852968,0.795410519,0.506367708,0.310472917,0.183159376,0.093440021,0.202783121,0.703776858,0.578371848,0.061554837,0.360073315,0.956958929,0.033645296,0.009395775
,,,S2,0.451517057,0.36188721,0.186595733,0.473601479,0.200715851,0.32568267,0.965696177,0.024372409,0.009931414,0.128736514,0.075852968,0.795410519,0.395938323,0.320021641,0.284040036,0.956540849,0.028039043,0.015420107,0.723702717,0.054297423,0.22199986,0.472165026,0.319051521,0.208783453
,,,S3=S8,0.451517057,0.36188721,0.186595733,0.725810972,0.179223406,0.094965622,0.721469978,0.254146127,0.024383895,0.289605773,0.63554126,0.074852967,0.395938323,0.320021641,0.284040036,0.956540849,0.028039043,0.015420107,0.723702717,0.054297423,0.22199986,0.956958929,0.033645296,0.009395775
,,,S4,0.451517057,0.36188721,0.186595733,0.725810972,0.179223406,0.094965622,0.965696177,0.024372409,0.009931414,0.128736514,0.075852968,0.795410519,0.395938323,0.320021641,0.284040036,0.956540849,0.028039043,0.015420107,0.723702717,0.054297423,0.22199986,0.782716895,0.140889742,0.076393362
,,,S5=S6,0.451517057,0.36188721,0.186595733,0.725810972,0.179223406,0.094965622,0.965696177,0.024372409,0.009931414,0.128736514,0.075852968,0.795410519,0.506367708,0.310472917,0.183159376,0.093440021,0.202783121,0.703776858,0.578371848,0.061554837,0.360073315,0.472165026,0.319051521,0.208783453
,,,S6=S5,0.451517057,0.36188721,0.186595733,0.725810972,0.179223406,0.094965622,0.965696177,0.024372409,0.009931414,0.128736514,0.075852968,0.795410519,0.506367708,0.310472917,0.183159376,0.093440021,0.202783121,0.703776858,0.578371848,0.061554837,0.360073315,0.472165026,0.319051521,0.208783453
,,,S7,0.451517057,0.36188721,0.186595733,0.725810972,0.179223406,0.094965622,0.965696177,0.024372409,0.009931414,0.128736514,0.075852968,0.795410519,0.395938323,0.320021641,0.284040036,0.956540849,0.028039043,0.015420107,0.723702717,0.054297423,0.22199986,0.956958929,0.033645296,0.009395775
,,,S8=S3,0.451517057,0.36188721,0.186595733,0.725810972,0.179223406,0.094965622,0.721469978,0.254146127,0.024383895,0.289605773,0.63554126,0.074852967,0.395938323,0.320021641,0.284040036,0.956540849,0.028039043,0.015420107,0.723702717,0.054297423,0.22199986,0.956958929,0.033645296,0.009395775
,,,S9,0.451517057,0.36188721,0.186595733,0.725810972,0.179223406,0.094965622,0.965696177,0.024372409,0.009931414,0.128736514,0.075852968,0.795410519,0.395938323,0.320021641,0.284040036,0.956540849,0.028039043,0.015420107,0.723702717,0.054297423,0.22199986,0.782716895,0.140889742,0.076393362
30,360,5,S1,0.910624495,0.032452197,0.056923307,0.052648327,0.473025566,0.474326108,0.250947318,0.697174709,0.051877973,0.991473327,0.005725136,0.002801537,0.020912996,0.082233979,0.896853025,0.352350977,0.481388046,0.166260977,0.146079389,0.279136653,0.574783959,0.259004104,0.586156471,0.154839426
,,,S2,0.792886987,0.131866271,0.075246742,0.908247964,0.024324224,0.067427812,0.250947318,0.697174709,0.051877973,0.991473327,0.005725136,0.002801537,0.020912996,0.082233979,0.896853025,0.449806161,0.440215275,0.109978564,0.284831454,0.351838863,0.363329683,0.784245431,0.12470524,0.091049329
,,,S3,0.343659163,0.640291705,0.016049132,0.828837577,0.011599158,0.159563264,0.250947318,0.697174709,0.051877973,0.991473327,0.005725136,0.002801537,0.020912996,0.082233979,0.896853025,0.352350977,0.481388046,0.166260977,0.146079389,0.279136653,0.574783959,0.259004104,0.586156471,0.154839426
,,,S4,0.792886987,0.131866271,0.075246742,0.052648327,0.473025566,0.474326108,0.250947318,0.697174709,0.051877973,0.991473327,0.005725136,0.002801537,0.020912996,0.082233979,0.896853025,0.449806161,0.440215275,0.109978564,0.284831454,0.351838863,0.363329683,0.784245431,0.12470524,0.091049329
,,,S5,0.910624495,0.032452197,0.056923307,0.052648327,0.473025566,0.474326108,0.250947318,0.697174709,0.051877973,0.991473327,0.005725136,0.002801537,0.020912996,0.082233979,0.896853025,0.352350977,0.481388046,0.166260977,0.146079389,0.279136653,0.574783959,0.737242703,0.077110835,0.185646462
,,,S6,0.343659163,0.640291705,0.016049132,0.828837577,0.011599158,0.159563264,0.250947318,0.697174709,0.051877973,0.991473327,0.005725136,0.002801537,0.020912996,0.082233979,0.896853025,0.352350977,0.481388046,0.166260977,0.146079389,0.279136653,0.574783959,0.784245431,0.12470524,0.091049329
,,,S7,0.792886987,0.131866271,0.075246742,0.908247964,0.024324224,0.067427812,0.148940424,0.617495364,0.233564212,0.98614463,0.006511364,0.007344006,0.517969409,0.124257835,0.357772756,0.002128475,0.844528996,0.153342529,0.11635734,0.400275769,0.483366891,0.339429772,0.397365367,0.26320486
,,,S8,0.792886987,0.131866271,0.075246742,0.908247964,0.024324224,0.067427812,0.148940424,0.617495364,0.233564212,0.98614463,0.006511364,0.007344006,0.517969409,0.124257835,0.357772756,0.449806161,0.440215275,0.109978564,0.284831454,0.351838863,0.363329683,0.339429772,0.397365367,0.26320486
,,,S9,0.910624495,0.032452197,0.056923307,0.052648327,0.473025566,0.474326108,0.148940424,0.617495364,0.233564212,0.98614463,0.006511364,0.007344006,0.517969409,0.124257835,0.357772756,0.382006767,0.362955252,0.255037981,0.11635734,0.400275769,0.483366891,0.784245431,0.12470524,0.091049329
,,,S10,0.343659163,0.640291705,0.016049132,0.828837577,0.011599158,0.159563264,0.250947318,0.697174709,0.051877973,0.991473327,0.005725136,0.002801537,0.020912996,0.082233979,0.896853025,0.449806161,0.440215275,0.109978564,0.284831454,0.351838863,0.363329683,0.784245431,0.12470524,0.091049329
,,,S11,0.792886987,0.131866271,0.075246742,0.908247964,0.024324224,0.067427812,0.148940424,0.617495364,0.233564212,0.98614463,0.006511364,0.007344006,0.517969409,0.124257835,0.357772756,0.352350977,0.481388046,0.166260977,0.146079389,0.279136653,0.574783959,0.784245431,0.12470524,0.091049329
,,,S12,0.792886987,0.131866271,0.075246742,0.908247964,0.024324224,0.067427812,0.148940424,0.617495364,0.233564212,0.98614463,0.006511364,0.007344006,0.517969409,0.124257835,0.357772756,0.449806161,0.440215275,0.109978564,0.146079389,0.279136653,0.574783959,0.784245431,0.12470524,0.091049329
