population,evaluations,1/x,id,MonitorCentral,MonitorPeer,MonitorCloud,AnalyzeCentral,AnalyzePeer,AnalyzeCloud,NormalPlanCentral,NormalPlanPeer,NormalPlanCloud,AlertPlanCentral,AlertPlanPeer,AlertPlanCloud,CriticalPlanCentral,CriticalPlanPeer,CriticalPlanCloud,NormalExecuteCentral,NormalExecutePeer,NormalExecuteCloud,AlertExecuteCentral,AlertExecutePeer,AlertExecuteCloud,CriticalExecuteCentral,CriticalExecutePeer,CriticalExecuteCloud,,NormalActuate,AlertActuate,CriticalActuate,,
30,120,5,S1,0.16550756,0.738116994,0.096375447,0.003797253,0.318172999,0.678029748,0.254432597,0.411383378,0.334184024,0.737696561,0.258331502,0.003971936,0.573185477,0.235740792,0.19107373,0.222953265,0.465391726,0.311655009,0.205039617,0.174841185,0.620119198,0.207791521,0.757495219,0.034713259,,4.553,6.623,9.668,,23
,,,S2,0.245004251,0.630351732,0.124644017,0.003797253,0.318172999,0.678029748,0.254432597,0.411383378,0.334184024,0.737696561,0.258331502,0.003971936,0.573185477,0.235740792,0.19107373,0.222953265,0.465391726,0.311655009,0.205039617,0.174841185,0.620119198,0.207791521,0.757495219,0.034713259,,4.724,6.809,9.714,,70
,,,S3,0.498242338,0.246806213,0.254951449,0.808767773,0.033562478,0.157669749,0.272552821,0.206797229,0.520649949,0.901129221,0.02899864,0.069872139,0.197531864,0.627065001,0.175403136,0.926349858,0.026121944,0.047528198,0.485421336,0.147867673,0.366710991,0.218269987,0.556521966,0.225208048,,5.273,6.662,10.281,,155
,,,S4,0.245004251,0.630351732,0.124644017,0.003797253,0.318172999,0.678029748,0.254432597,0.411383378,0.334184024,0.737696561,0.258331502,0.003971936,0.573185477,0.235740792,0.19107373,0.222953265,0.465391726,0.311655009,0.205039617,0.174841185,0.620119198,0.207791521,0.757495219,0.034713259,,4.637,6.752,9.849,,206
,,,S5,0.245004251,0.630351732,0.124644017,0.808767773,0.033562478,0.157669749,0.272552821,0.206797229,0.520649949,0.901129221,0.02899864,0.069872139,0.197531864,0.627065001,0.175403136,0.926349858,0.026121944,0.047528198,0.485421336,0.147867673,0.366710991,0.218269987,0.556521966,0.225208048,,5.087,6.17,10.286,,81
60,120,5,S1,0.374630458,0.575278771,0.05009077,0.085336801,0.384097278,0.530565921,0.074403357,0.696145777,0.229450866,0.118443616,0.268172913,0.613383471,0.270168435,0.11145374,0.618377825,0.221816964,0.369749298,0.408433738,0.870992549,0.006208749,0.122798702,0.373301139,0.511005264,0.115693597,,4.914,7.406,10.158,,198
,,,S2,0.272863613,0.464517594,0.262618793,0.446373972,0.44222507,0.111400958,0.264592087,0.162610788,0.572797125,0.435896085,0.029389795,0.534714121,0.307328869,0.558631588,0.134039543,0.674295711,0.244869141,0.080835148,0.513959575,0.418961872,0.067078553,0.096146575,0.263054317,0.640799108,,5.79,7.382,10.482,,305
,,,S3,0.905822242,0.091243931,0.002933827,0.446373972,0.44222507,0.111400958,0.264592087,0.162610788,0.572797125,0.435896085,0.029389795,0.534714121,0.307328869,0.558631588,0.134039543,0.674295711,0.244869141,0.080835148,0.513959575,0.418961872,0.067078553,0.096146575,0.263054317,0.640799108,,5.094,6.983,10.202,,71
120,120,5,S1,0.900013246,0.031237036,0.068749718,0.505756601,0.242435818,0.251807581,0.188299063,0.380694751,0.431006187,0.944250894,0.000522231,0.055226874,0.303839441,0.308102043,0.388058516,0.922053068,0.016582374,0.061364558,0.377285614,0.365922338,0.256792048,0.748953443,0.193781982,0.057264575,,4.489,5.955,8.952,,118
10,180,5,S1=all\S4,0.632866421,0.25265287,0.114480709,0.08202901,0.392867042,0.525103948,0.520565881,0.4054807,0.073953419,0.546960752,0.348844329,0.104194919,0.140875639,0.317110084,0.542014277,0.998032253,0.001260303,0.000707444,0.581231997,0.376670515,0.042097488,0.216500859,0.452538408,0.330960733,,6.473,8.392,11.758,,3565
,,,S2=all\S4,0.632866421,0.25265287,0.114480709,0.08202901,0.392867042,0.525103948,0.520565881,0.4054807,0.073953419,0.546960752,0.348844329,0.104194919,0.140875639,0.317110084,0.542014277,0.998032253,0.001260303,0.000707444,0.581231997,0.376670515,0.042097488,0.216500859,0.452538408,0.330960733,,6.91,8.743,11.748,,421
,,,S3=all\S4,0.632866421,0.25265287,0.114480709,0.08202901,0.392867042,0.525103948,0.520565881,0.4054807,0.073953419,0.546960752,0.348844329,0.104194919,0.140875639,0.317110084,0.542014277,0.998032253,0.001260303,0.000707444,0.581231997,0.376670515,0.042097488,0.216500859,0.452538408,0.330960733,,6.308,7.986,10.872,,72
,,,S4,0.632866421,0.25265287,0.114480709,0.08202901,0.392867042,0.525103948,0.520565881,0.4054807,0.073953419,0.546960752,0.348844329,0.104194919,0.140875639,0.317110084,0.542014277,0.998032253,0.001260303,0.000707444,0.581231997,0.376670515,0.042097488,0.202892848,0.166662785,0.630444367,,6.626,8.287,11.234,,106
,,,S5=all\S4,0.632866421,0.25265287,0.114480709,0.08202901,0.392867042,0.525103948,0.520565881,0.4054807,0.073953419,0.546960752,0.348844329,0.104194919,0.140875639,0.317110084,0.542014277,0.998032253,0.001260303,0.000707444,0.581231997,0.376670515,0.042097488,0.216500859,0.452538408,0.330960733,,6.888,8.619,11.392,,1360
,,,S6=all\S4,0.632866421,0.25265287,0.114480709,0.08202901,0.392867042,0.525103948,0.520565881,0.4054807,0.073953419,0.546960752,0.348844329,0.104194919,0.140875639,0.317110084,0.542014277,0.998032253,0.001260303,0.000707444,0.581231997,0.376670515,0.042097488,0.216500859,0.452538408,0.330960733,,6.673,8.641,11.28,,526
,,,S7=all\S4,0.632866421,0.25265287,0.114480709,0.08202901,0.392867042,0.525103948,0.520565881,0.4054807,0.073953419,0.546960752,0.348844329,0.104194919,0.140875639,0.317110084,0.542014277,0.998032253,0.001260303,0.000707444,0.581231997,0.376670515,0.042097488,0.216500859,0.452538408,0.330960733,,6.866,8.936,11.764,,599
30,180,5,S1,0.722090541,0.202685602,0.075223857,0.358629394,0.038604799,0.602765808,0.176280185,0.209033723,0.614686091,0.750236594,0.177373181,0.072390224,0.000230486,0.654621314,0.3451482,0.40645868,0.162849939,0.430691381,0.266943088,0.34162104,0.391435871,0.661168895,0.054965323,0.283865782,,8.245,11.333,13.804,,16370
,,,S2,0.414865079,0.51847486,0.066660062,0.679069659,0.109474696,0.211455646,0.176280185,0.209033723,0.614686091,0.750236594,0.177373181,0.072390224,0.000230486,0.654621314,0.3451482,0.40645868,0.162849939,0.430691381,0.266943088,0.34162104,0.391435871,0.661168895,0.054965323,0.283865782,,8.607,11.781,13.435,,1761
,,,S3,0.990599085,0.004516453,0.004884463,0.358629394,0.038604799,0.602765808,0.176280185,0.209033723,0.614686091,0.750236594,0.177373181,0.072390224,0.139230971,0.298989954,0.561779074,0.745544523,0.233119419,0.021336057,0.462645966,0.52420906,0.013144974,0.376168158,0.138406084,0.485425758,,5.56,7.185,10.295,,75
,,,S4,0.669820111,0.224322533,0.105857356,0.351388247,0.233370967,0.415240786,0.275303299,0.369603933,0.355092769,0.565388306,0.34502209,0.089589604,0.083168006,0.279155031,0.637676963,0.802337535,0.142734076,0.054928389,0.462645966,0.52420906,0.013144974,0.376168158,0.138406084,0.485425758,,5.034,6.588,9.671,,129
,,,S5,0.990599085,0.004516453,0.004884463,0.29939674,0.15322587,0.547377389,0.263904629,0.419861116,0.316234254,0.314151271,0.314242374,0.371606355,0.139230971,0.298989954,0.561779074,0.93895277,0.042019646,0.019027584,0.117705083,0.564790573,0.317504344,0.367181971,0.537643159,0.095174871,,6.176,6.658,11.189,,293
,,,S6,0.990599085,0.004516453,0.004884463,0.358629394,0.038604799,0.602765808,0.176280185,0.209033723,0.614686091,0.750236594,0.177373181,0.072390224,0.000230486,0.654621314,0.3451482,0.40645868,0.162849939,0.430691381,0.705423037,0.287506931,0.007070032,0.531871193,0.155623264,0.312505544,,4.897,7.71,9.088,,93
,,,S7,0.990599085,0.004516453,0.004884463,0.351388247,0.233370967,0.415240786,0.275303299,0.369603933,0.355092769,0.565388306,0.34502209,0.089589604,0.083168006,0.279155031,0.637676963,0.802337535,0.142734076,0.054928389,0.462645966,0.52420906,0.013144974,0.376168158,0.138406084,0.485425758,,4.846,6.666,9.755,,103
,,,S8,0.722090541,0.202685602,0.075223857,0.29939674,0.15322587,0.547377389,0.263904629,0.419861116,0.316234254,0.750236594,0.177373181,0.072390224,0.139230971,0.298989954,0.561779074,0.745544523,0.233119419,0.021336057,0.462645966,0.52420906,0.013144974,0.376168158,0.138406084,0.485425758,,5.241,7.213,10.698,,311
60,180,5,S1,0.929892226,0.0645518,0.005555975,0.70120008,0.109366049,0.18943387,0.87652886,0.031991091,0.091480049,0.215389173,0.388354894,0.396255933,0.096518121,0.175440961,0.728040918,0.712501284,0.11274069,0.174758025,0.088567068,0.906159622,0.005273309,0.010312576,0.034567307,0.955120117,,4.153,6.588,10.593,,429
,,,S2,0.471128709,0.274396596,0.254474695,0.877297878,0.072636817,0.050065305,0.51349867,0.126498427,0.360002903,0.042855327,0.946453524,0.010691149,0.39600779,0.269229928,0.334762281,0.672237863,0.136262548,0.191499589,0.262783197,0.404411723,0.33280508,0.45528654,0.45679799,0.08791547,,5.52,7.793,10.381,,230
,,,S3,0.714432421,0.161714016,0.123853563,0.520412187,0.144934303,0.334653509,0.037732615,0.694089943,0.268177442,0.600526825,0.057474576,0.341998598,0.418345437,0.195253321,0.386401242,0.782578236,0.178347679,0.039074085,0.435639242,0.112267751,0.452093006,0.584657547,0.311149327,0.104193126,,5.085,6.358,9.676,,40
,,,S4,0.929892226,0.0645518,0.005555975,0.70120008,0.109366049,0.18943387,0.87652886,0.031991091,0.091480049,0.215389173,0.388354894,0.396255933,0.096518121,0.175440961,0.728040918,0.712501284,0.11274069,0.174758025,0.088567068,0.906159622,0.005273309,0.010312576,0.034567307,0.955120117,,4.004,6.557,10.271,,516
