2.514 3.614 5.437 
2.246 2.535 5.789 
0.875 2.858 6.296 
1.564 3.225 5.662 
2.175 2.548 6.006 
1.143 2.987 5.692 
1.84 2.635 5.712 
2.407 3.513 5.485 
1.103 3.4 5.832 
2.258 2.895 5.607 
1.688 3.525 5.54 
1.666 3.465 5.622 
0.982 2.867 6.12 
1.742 3.507 5.547 
1.074 2.73 5.939 
1.031 2.695 6.172 
1.464 2.592 5.884 
1.386 2.92 5.754 
1.275 2.821 5.838 
1.201 2.645 6.216 
1.057 2.723 5.947 
1.034 2.648 6.05 
1.439 2.685 5.814 
1.382 3.498 5.641 
1.555 2.858 5.722 
1.308 2.704 6.035 
0.943 2.84 6.286 
1.095 2.957 5.891 
1.007 2.825 6.273 
1.334 2.573 5.918 
